ds,cpu,memory,machines_reporting
2025-10-01 00:00:00,31.4901424590337,45.745071229516846,1
2025-10-01 00:05:00,30.057671340506847,45.010752398588835,1
2025-10-01 00:10:00,32.887786145529134,46.407726680804394,1
2025-10-01 00:15:00,35.98565057286533,47.93857607691347,1
2025-10-01 00:20:00,31.185317876737304,45.52032736539158,1
2025-10-01 00:25:00,31.65575328813898,45.73746331309587,1
2025-10-01 00:30:00,37.56515095523223,48.6740811454616,1
2025-10-01 00:35:00,35.597920761602666,47.672385955628535,1
2025-10-01 00:40:00,32.35384731291448,46.03227019776687,1
2025-10-01 00:45:00,35.854949133839156,47.76474328554023,1
2025-10-01 00:50:00,33.300154684172,46.469269600162335,1
2025-10-01 00:55:00,33.75429396385364,46.67826429290634,1
2025-10-01 01:00:00,36.33617965951177,47.951133858374256,1
2025-10-01 01:05:00,30.32679442211673,44.928369773323226,1
2025-10-01 01:10:00,31.345556366199723,45.41968124627318,1
2025-10-01 01:15:00,35.28425535318234,47.37096335917016,1
2025-10-01 01:20:00,34.380368362117075,46.90095475275505,1
2025-10-01 01:25:00,38.806087000022856,49.095751381729926,1
2025-10-01 01:30:00,35.580300893110085,47.46479821036908,1
2025-10-01 01:35:00,34.50484195491439,46.909011346584435,1
2025-10-01 01:40:00,43.57223984402717,51.42465577078932,1
2025-10-01 01:45:00,38.92747619522185,49.084222451460214,1
2025-10-01 01:50:00,40.23268480794801,49.71877843938222,1
2025-10-01 01:55:00,36.17674873078333,47.67276540987369,1
2025-10-01 02:00:00,39.234152762288694,49.183425913212226,1
2025-10-01 02:05:00,41.61160963408171,50.35411646617002,1
2025-10-01 02:10:00,38.2324563414816,48.64650571733478,1
2025-10-01 02:15:00,43.21400396472153,51.11924935771453,1
2025-10-01 02:20:00,40.68117008474109,49.834806328632254,1
2025-10-01 02:25:00,41.99871285762904,50.47555585894591,1
2025-10-01 02:30:00,41.45374482801572,50.18505437174311,1
2025-10-01 02:35:00,49.194965957601696,54.037651998604,1
2025-10-01 02:40:00,43.970938985475144,51.40763025975849,1
2025-10-01 02:45:00,41.20546881507596,50.00689175756684,1
2025-10-01 02:50:00,47.20712104978215,52.98971944431138,1
2025-10-01 02:55:00,41.43139891425196,50.08386508286616,1
2025-10-01 03:00:00,46.068371169778295,52.38436320437261,1
2025-10-01 03:05:00,39.90387876736818,49.28413443477789,1
2025-10-01 03:10:00,42.13255244758311,50.380494294753596,1
2025-10-01 03:15:00,47.03488619833753,52.813689928593455,1
2025-10-01 03:20:00,48.97972564884065,53.76814430118289,1
2025-10-01 03:25:00,47.591150179028986,53.05589725271377,1
2025-10-01 03:30:00,47.0353838808605,52.76006097932999,1
2025-10-01 03:35:00,46.776736490644225,52.61279049929089,1
2025-10-01 03:40:00,43.534510997778284,50.97373745733878,1
2025-10-01 03:45:00,46.092763016221774,52.23492981043339,1
2025-10-01 03:50:00,47.144669732372144,52.74295630168917,1
2025-10-01 03:55:00,51.9642010764333,55.13480204605784,1
2025-10-01 04:00:00,50.0817856061559,54.17568147219708,1
2025-10-01 04:05:00,44.01164850996112,51.12270732403097,1
2025-10-01 04:10:00,50.514498857192336,54.356234285874415,1
2025-10-01 04:15:00,48.62001962265676,53.391103994702405,1
2025-10-01 04:20:00,47.96896734614318,53.04769486990756,1
2025-10-01 04:25:00,52.05058635473635,55.07062922445577,1
2025-10-01 04:30:00,53.515651450760956,55.785294608856795,1
2025-10-01 04:35:00,53.414778032460625,55.716998871502284,1
2025-10-01 04:40:00,48.29268162271955,53.13809992302512,1
2025-10-01 04:45:00,50.06313185881486,54.00548273117423,1
2025-10-01 04:50:00,52.15596315996575,55.03406465458762,1
2025-10-01 04:55:00,54.251116310837254,56.06381623454283,1
2025-10-01 05:00:00,50.040109883874635,53.940496906122746,1
2025-10-01 05:05:00,51.06459470914902,54.43493223313689,1
2025-10-01 05:10:00,48.43724127849795,53.10345761019029,1
2025-10-01 05:15:00,48.29298895598387,53.013542867911305,1
2025-10-01 05:20:00,54.43519395942073,56.06686626371338,1
2025-10-01 05:25:00,56.17295069185417,56.91797514753384,1
2025-10-01 05:30:00,51.985386680632004,54.8064334313676,1
2025-10-01 05:35:00,55.29974485699524,56.44586272906123,1
2025-10-01 05:40:00,53.45230088043277,55.504401018488906,1
